,Drug_1,Drug_2,Correlation
4458,INK-128,JNJ-7706621,-1218.0
4459,INK-128,JQ1,-868.0
4460,INK-128,KI20227,-1141.0
4461,INK-128,KU-55933,-535.0
4462,INK-128,KW-2449,-628.0
4463,INK-128,Lapatinib,-620.0
4464,INK-128,Lenalidomide,-506.0
4465,INK-128,Lenvatinib,-949.0
4466,INK-128,Lestaurtinib (CEP-701),-1266.0
4467,INK-128,Linifanib (ABT-869),-983.0
4468,INK-128,Lovastatin,-757.0
4469,INK-128,LY-333531,-497.0
4470,INK-128,Masitinib (AB-1010),-1347.0
4471,INK-128,MGCD-265,-775.0
4472,INK-128,Midostaurin,-1256.0
4473,INK-128,MK-2206,1360.0
4474,INK-128,MLN120B,-788.0
4475,INK-128,MLN8054,-482.0
4476,INK-128,Motesanib (AMG-706),-1010.0
4477,INK-128,Neratinib (HKI-272),-731.0
4478,INK-128,NF-kB Activation Inhibitor,-867.0
4479,INK-128,Nilotinib,-1103.0
4480,INK-128,Nutlin 3a,-250.0
4481,INK-128,NVP-ADW742,-664.0
4482,INK-128,NVP-TAE684,-844.0
4483,INK-128,Palbociclib,-492.0
4484,INK-128,Panobinostat,-1086.0
4485,INK-128,Pazopanib (GW786034),-1135.0
4486,INK-128,PD173955,-1238.0
4487,INK-128,Pelitinib (EKB-569),-564.0
4488,INK-128,PHA-665752,-715.0
4489,INK-128,PHT-427,-713.0
4490,INK-128,PI-103,996.0
4491,INK-128,PLX-4720,-1598.0
4492,INK-128,Ponatinib (AP24534),-1184.0
4493,INK-128,PP242,1707.0
4494,INK-128,PRT062607,-963.0
4495,INK-128,Quizartinib (AC220),-1180.0
4496,INK-128,RAF265 (CHIR-265),-635.0
4497,INK-128,Rapamycin,1175.0
4498,INK-128,Regorafenib (BAY 73-4506),-792.0
4499,INK-128,Roscovitine (CYC-202),-518.0
4500,INK-128,Ruxolitinib (INCB018424),-742.0
4501,INK-128,S31-201,-894.0
4502,INK-128,Saracatinib (AZD0530),-1780.0
4503,INK-128,SB-431542,-1012.0
4504,INK-128,Selinexor,-244.0
4505,INK-128,Selumetinib (AZD6244),-1036.0
4506,INK-128,SGX-523,-725.0
4507,INK-128,SNS-032 (BMS-387032),-1307.0
4508,INK-128,Sorafenib,-587.0
4509,INK-128,SR9011,-397.0
4510,INK-128,Staurosporine,-769.0
4511,INK-128,STO609,-625.0
4512,INK-128,SU11274,-619.0
4513,INK-128,Sunitinib,-1340.0
4514,INK-128,Tandutinib (MLN518),-833.0
4515,INK-128,TG100-115,1233.0
4516,INK-128,TG101348,-740.0
4517,INK-128,Tivozanib (AV-951),-1389.0
4518,INK-128,Tofacitinib (CP-690550),-608.0
4519,INK-128,Tozasertib (VX-680),-802.0
4520,INK-128,Trametinib (GSK1120212),-1132.0
4521,INK-128,Vandetanib (ZD6474),-794.0
4522,INK-128,Vargetef,-1111.0
4523,INK-128,Vatalanib (PTK787),-1002.0
4524,INK-128,Vemurafenib (PLX-4032),-336.0
4525,INK-128,Venetoclax,-478.0
4526,INK-128,Vismodegib (GDC-0449),-888.0
4527,INK-128,Volasertib (BI-6727),-1006.0
4528,INK-128,VX-745,-1259.0
4529,INK-128,XAV-939,-683.0
4530,INK-128,YM-155,-1071.0
4531,JAK Inhibitor I,JNJ-28312141,-1107.0
4532,JAK Inhibitor I,JNJ-38877605,-1157.0
4533,JAK Inhibitor I,JNJ-7706621,-1138.0
4534,JAK Inhibitor I,JQ1,-1140.0
4535,JAK Inhibitor I,KI20227,-1594.0
4536,JAK Inhibitor I,KU-55933,-1042.0
4537,JAK Inhibitor I,KW-2449,-1286.0
4538,JAK Inhibitor I,Lapatinib,-1129.0
4539,JAK Inhibitor I,Lenalidomide,-926.0
4540,JAK Inhibitor I,Lenvatinib,-1942.0
4541,JAK Inhibitor I,Lestaurtinib (CEP-701),-1734.0
4542,JAK Inhibitor I,Linifanib (ABT-869),-1756.0
4543,JAK Inhibitor I,Lovastatin,-642.0
4544,JAK Inhibitor I,LY-333531,-1163.0
4545,JAK Inhibitor I,Masitinib (AB-1010),-1335.0
4546,JAK Inhibitor I,MGCD-265,-1082.0
4547,JAK Inhibitor I,Midostaurin,1647.0
4548,JAK Inhibitor I,MK-2206,-1338.0
4549,JAK Inhibitor I,MLN120B,-1639.0
4550,JAK Inhibitor I,MLN8054,-1267.0
4551,JAK Inhibitor I,Motesanib (AMG-706),-1075.0
4552,JAK Inhibitor I,Neratinib (HKI-272),-1442.0
4553,JAK Inhibitor I,NF-kB Activation Inhibitor,-1895.0
4554,JAK Inhibitor I,Nilotinib,-779.0
4555,JAK Inhibitor I,Nutlin 3a,-985.0
4556,JAK Inhibitor I,NVP-ADW742,-1271.0
4557,JAK Inhibitor I,NVP-TAE684,-1446.0
4558,JAK Inhibitor I,Palbociclib,-1024.0
4559,JAK Inhibitor I,Panobinostat,-747.0
4560,JAK Inhibitor I,Pazopanib (GW786034),-1466.0
4561,JAK Inhibitor I,PD173955,-1402.0
4562,JAK Inhibitor I,Pelitinib (EKB-569),-1303.0
4563,JAK Inhibitor I,PHA-665752,-1308.0
4564,JAK Inhibitor I,PHT-427,-486.0
4565,JAK Inhibitor I,PI-103,-1485.0
4566,JAK Inhibitor I,PLX-4720,-1188.0
4567,JAK Inhibitor I,Ponatinib (AP24534),-1570.0
4568,JAK Inhibitor I,PP242,-1339.0
4569,JAK Inhibitor I,PRT062607,-1939.0
4570,JAK Inhibitor I,Quizartinib (AC220),-1311.0
4571,JAK Inhibitor I,RAF265 (CHIR-265),-1202.0
4572,JAK Inhibitor I,Rapamycin,-1509.0
4573,JAK Inhibitor I,Regorafenib (BAY 73-4506),-1537.0
4574,JAK Inhibitor I,Roscovitine (CYC-202),-1222.0
4575,JAK Inhibitor I,Ruxolitinib (INCB018424),1480.0
4576,JAK Inhibitor I,S31-201,-890.0
4577,JAK Inhibitor I,Saracatinib (AZD0530),-1820.0
4578,JAK Inhibitor I,SB-431542,-1369.0
4579,JAK Inhibitor I,Selinexor,-419.0
4580,JAK Inhibitor I,Selumetinib (AZD6244),-1130.0
4581,JAK Inhibitor I,SGX-523,-996.0
4582,JAK Inhibitor I,SNS-032 (BMS-387032),-1384.0
4583,JAK Inhibitor I,Sorafenib,-759.0
4584,JAK Inhibitor I,SR9011,-1041.0
4585,JAK Inhibitor I,Staurosporine,-809.0
4586,JAK Inhibitor I,STO609,-1157.0
4587,JAK Inhibitor I,SU11274,-1051.0
4588,JAK Inhibitor I,Sunitinib,-1460.0
4589,JAK Inhibitor I,Tandutinib (MLN518),-583.0
4590,JAK Inhibitor I,TG100-115,-1144.0
4591,JAK Inhibitor I,TG101348,374.0
4592,JAK Inhibitor I,Tivozanib (AV-951),-1390.0
4593,JAK Inhibitor I,Tofacitinib (CP-690550),1222.0
4594,JAK Inhibitor I,Tozasertib (VX-680),-1675.0
4595,JAK Inhibitor I,Trametinib (GSK1120212),-1336.0
4596,JAK Inhibitor I,Vandetanib (ZD6474),-1767.0
4597,JAK Inhibitor I,Vargetef,-1863.0
4598,JAK Inhibitor I,Vatalanib (PTK787),-1248.0
4599,JAK Inhibitor I,Vemurafenib (PLX-4032),-1318.0
4600,JAK Inhibitor I,Venetoclax,-1214.0
4601,JAK Inhibitor I,Vismodegib (GDC-0449),-1224.0
4602,JAK Inhibitor I,Volasertib (BI-6727),-1307.0
4603,JAK Inhibitor I,VX-745,-1886.0
4604,JAK Inhibitor I,XAV-939,-936.0
4605,JAK Inhibitor I,YM-155,-1465.0
4606,JNJ-28312141,JNJ-38877605,-1178.0
4607,JNJ-28312141,JNJ-7706621,-1303.0
4608,JNJ-28312141,JQ1,-765.0
4609,JNJ-28312141,KI20227,1828.0
4610,JNJ-28312141,KU-55933,-1175.0
4611,JNJ-28312141,KW-2449,1148.0
4612,JNJ-28312141,Lapatinib,-745.0
4613,JNJ-28312141,Lenalidomide,-455.0
4614,JNJ-28312141,Lenvatinib,-972.0
4615,JNJ-28312141,Lestaurtinib (CEP-701),-1443.0
4616,JNJ-28312141,Linifanib (ABT-869),1206.0
4617,JNJ-28312141,Lovastatin,-272.0
4618,JNJ-28312141,LY-333531,-1405.0
4619,JNJ-28312141,Masitinib (AB-1010),-1825.0
4620,JNJ-28312141,MGCD-265,-1077.0
4621,JNJ-28312141,Midostaurin,1647.0
4622,JNJ-28312141,MK-2206,-565.0
4623,JNJ-28312141,MLN120B,-1349.0
4624,JNJ-28312141,MLN8054,-830.0
4625,JNJ-28312141,Motesanib (AMG-706),1295.0
4626,JNJ-28312141,Neratinib (HKI-272),-2112.0
4627,JNJ-28312141,NF-kB Activation Inhibitor,-1465.0
4628,JNJ-28312141,Nilotinib,-767.0
4629,JNJ-28312141,Nutlin 3a,-977.0
4630,JNJ-28312141,NVP-ADW742,-495.0
4631,JNJ-28312141,NVP-TAE684,-1420.0
4632,JNJ-28312141,Palbociclib,-681.0
4633,JNJ-28312141,Panobinostat,-274.0
4634,JNJ-28312141,Pazopanib (GW786034),1463.0
4635,JNJ-28312141,PD173955,976.0
4636,JNJ-28312141,Pelitinib (EKB-569),-1313.0
4637,JNJ-28312141,PHA-665752,-832.0
4638,JNJ-28312141,PHT-427,-849.0
4639,JNJ-28312141,PI-103,-1508.0
4640,JNJ-28312141,PLX-4720,-1247.0
4641,JNJ-28312141,Ponatinib (AP24534),1273.0
4642,JNJ-28312141,PP242,-1870.0
4643,JNJ-28312141,PRT062607,-1351.0
4644,JNJ-28312141,Quizartinib (AC220),1159.0
4645,JNJ-28312141,RAF265 (CHIR-265),-1438.0
4646,JNJ-28312141,Rapamycin,-1257.0
4647,JNJ-28312141,Regorafenib (BAY 73-4506),1960.0
4648,JNJ-28312141,Roscovitine (CYC-202),-1479.0
4649,JNJ-28312141,Ruxolitinib (INCB018424),-924.0
4650,JNJ-28312141,S31-201,-977.0
4651,JNJ-28312141,Saracatinib (AZD0530),-2043.0
4652,JNJ-28312141,SB-431542,-1222.0
4653,JNJ-28312141,Selinexor,-557.0
4654,JNJ-28312141,Selumetinib (AZD6244),-659.0
4655,JNJ-28312141,SGX-523,-1333.0
4656,JNJ-28312141,SNS-032 (BMS-387032),-802.0
4657,JNJ-28312141,Sorafenib,845.0
4658,JNJ-28312141,SR9011,-879.0
4659,JNJ-28312141,Staurosporine,-707.0
4660,JNJ-28312141,STO609,-744.0
4661,JNJ-28312141,SU11274,-1069.0
4662,JNJ-28312141,Sunitinib,1347.0
4663,JNJ-28312141,Tandutinib (MLN518),1074.0
4664,JNJ-28312141,TG100-115,-753.0
4665,JNJ-28312141,TG101348,-576.0
4666,JNJ-28312141,Tivozanib (AV-951),-1845.0
4667,JNJ-28312141,Tofacitinib (CP-690550),-950.0
4668,JNJ-28312141,Tozasertib (VX-680),610.0
4669,JNJ-28312141,Trametinib (GSK1120212),-623.0
4670,JNJ-28312141,Vandetanib (ZD6474),-1050.0
4671,JNJ-28312141,Vargetef,-2070.0
4672,JNJ-28312141,Vatalanib (PTK787),1478.0
4673,JNJ-28312141,Vemurafenib (PLX-4032),-1169.0
4674,JNJ-28312141,Venetoclax,-757.0
4675,JNJ-28312141,Vismodegib (GDC-0449),-608.0
4676,JNJ-28312141,Volasertib (BI-6727),-633.0
4677,JNJ-28312141,VX-745,-969.0
4678,JNJ-28312141,XAV-939,-762.0
4679,JNJ-28312141,YM-155,-1061.0
4680,JNJ-38877605,JNJ-7706621,-1142.0
4681,JNJ-38877605,JQ1,-403.0
4682,JNJ-38877605,KI20227,-669.0
4683,JNJ-38877605,KU-55933,-1038.0
4684,JNJ-38877605,KW-2449,-1142.0
4685,JNJ-38877605,Lapatinib,-1267.0
4686,JNJ-38877605,Lenalidomide,-1080.0
4687,JNJ-38877605,Lenvatinib,-1146.0
4688,JNJ-38877605,Lestaurtinib (CEP-701),-1156.0
4689,JNJ-38877605,Linifanib (ABT-869),-1076.0
4690,JNJ-38877605,Lovastatin,-733.0
4691,JNJ-38877605,LY-333531,-1481.0
4692,JNJ-38877605,Masitinib (AB-1010),-872.0
4693,JNJ-38877605,MGCD-265,-1181.0
4694,JNJ-38877605,Midostaurin,-1481.0
4695,JNJ-38877605,MK-2206,-123.0
4696,JNJ-38877605,MLN120B,-1009.0
4697,JNJ-38877605,MLN8054,-814.0
4698,JNJ-38877605,Motesanib (AMG-706),-648.0
4699,JNJ-38877605,Neratinib (HKI-272),-1817.0
4700,JNJ-38877605,NF-kB Activation Inhibitor,-1639.0
4701,JNJ-38877605,Nilotinib,-261.0
4702,JNJ-38877605,Nutlin 3a,-1383.0
4703,JNJ-38877605,NVP-ADW742,-1217.0
4704,JNJ-38877605,NVP-TAE684,-1994.0
4705,JNJ-38877605,Palbociclib,-1120.0
4706,JNJ-38877605,Panobinostat,-75.0
4707,JNJ-38877605,Pazopanib (GW786034),-1091.0
4708,JNJ-38877605,PD173955,-435.0
4709,JNJ-38877605,Pelitinib (EKB-569),-1248.0
4710,JNJ-38877605,PHA-665752,-1216.0
4711,JNJ-38877605,PHT-427,-360.0
4712,JNJ-38877605,PI-103,-444.0
4713,JNJ-38877605,PLX-4720,-490.0
4714,JNJ-38877605,Ponatinib (AP24534),-1215.0
4715,JNJ-38877605,PP242,-1078.0
4716,JNJ-38877605,PRT062607,-886.0
4717,JNJ-38877605,Quizartinib (AC220),-1089.0
4718,JNJ-38877605,RAF265 (CHIR-265),-1655.0
4719,JNJ-38877605,Rapamycin,-449.0
4720,JNJ-38877605,Regorafenib (BAY 73-4506),-1555.0
4721,JNJ-38877605,Roscovitine (CYC-202),-1306.0
4722,JNJ-38877605,Ruxolitinib (INCB018424),-594.0
4723,JNJ-38877605,S31-201,-556.0
4724,JNJ-38877605,Saracatinib (AZD0530),-1501.0
4725,JNJ-38877605,SB-431542,-700.0
4726,JNJ-38877605,Selinexor,-793.0
4727,JNJ-38877605,Selumetinib (AZD6244),-166.0
4728,JNJ-38877605,SGX-523,-1349.0
4729,JNJ-38877605,SNS-032 (BMS-387032),-147.0
4730,JNJ-38877605,Sorafenib,-920.0
4731,JNJ-38877605,SR9011,-1358.0
4732,JNJ-38877605,Staurosporine,-264.0
4733,JNJ-38877605,STO609,-974.0
4734,JNJ-38877605,SU11274,-1497.0
4735,JNJ-38877605,Sunitinib,-1135.0
4736,JNJ-38877605,Tandutinib (MLN518),-785.0
4737,JNJ-38877605,TG100-115,-555.0
4738,JNJ-38877605,TG101348,-343.0
4739,JNJ-38877605,Tivozanib (AV-951),-1014.0
4740,JNJ-38877605,Tofacitinib (CP-690550),-475.0
4741,JNJ-38877605,Tozasertib (VX-680),-690.0
4742,JNJ-38877605,Trametinib (GSK1120212),-148.0
4743,JNJ-38877605,Vandetanib (ZD6474),-1525.0
4744,JNJ-38877605,Vargetef,-1916.0
4745,JNJ-38877605,Vatalanib (PTK787),-1394.0
4746,JNJ-38877605,Vemurafenib (PLX-4032),-1754.0
4747,JNJ-38877605,Venetoclax,-1338.0
4748,JNJ-38877605,Vismodegib (GDC-0449),-590.0
4749,JNJ-38877605,Volasertib (BI-6727),-789.0
4750,JNJ-38877605,VX-745,-879.0
4751,JNJ-38877605,XAV-939,-731.0
4752,JNJ-38877605,YM-155,-794.0
4753,JNJ-7706621,JQ1,-231.0
4754,JNJ-7706621,KI20227,-231.0
4755,JNJ-7706621,KU-55933,-682.0
4756,JNJ-7706621,KW-2449,1300.0
4757,JNJ-7706621,Lapatinib,-413.0
4758,JNJ-7706621,Lenalidomide,-883.0
4759,JNJ-7706621,Lenvatinib,-1071.0
4760,JNJ-7706621,Lestaurtinib (CEP-701),-1271.0
4761,JNJ-7706621,Linifanib (ABT-869),-883.0
4762,JNJ-7706621,Lovastatin,-596.0
4763,JNJ-7706621,LY-333531,-1298.0
4764,JNJ-7706621,Masitinib (AB-1010),-979.0
4765,JNJ-7706621,MGCD-265,488.0
4766,JNJ-7706621,Midostaurin,-1634.0
4767,JNJ-7706621,MK-2206,-633.0
4768,JNJ-7706621,MLN120B,-690.0
4769,JNJ-7706621,MLN8054,1437.0
4770,JNJ-7706621,Motesanib (AMG-706),-667.0
4771,JNJ-7706621,Neratinib (HKI-272),-1875.0
4772,JNJ-7706621,NF-kB Activation Inhibitor,-1587.0
4773,JNJ-7706621,Nilotinib,-441.0
4774,JNJ-7706621,Nutlin 3a,-1220.0
4775,JNJ-7706621,NVP-ADW742,-820.0
4776,JNJ-7706621,NVP-TAE684,1191.0
4777,JNJ-7706621,Palbociclib,-1093.0
4778,JNJ-7706621,Panobinostat,-711.0
4779,JNJ-7706621,Pazopanib (GW786034),-1235.0
4780,JNJ-7706621,PD173955,-813.0
4781,JNJ-7706621,Pelitinib (EKB-569),-1294.0
4782,JNJ-7706621,PHA-665752,-1070.0
4783,JNJ-7706621,PHT-427,-1142.0
4784,JNJ-7706621,PI-103,-851.0
4785,JNJ-7706621,PLX-4720,-1139.0
4786,JNJ-7706621,Ponatinib (AP24534),-887.0
4787,JNJ-7706621,PP242,-1828.0
4788,JNJ-7706621,PRT062607,-1158.0
4789,JNJ-7706621,Quizartinib (AC220),-697.0
4790,JNJ-7706621,RAF265 (CHIR-265),-1804.0
4791,JNJ-7706621,Rapamycin,-416.0
4792,JNJ-7706621,Regorafenib (BAY 73-4506),-1147.0
4793,JNJ-7706621,Roscovitine (CYC-202),1865.0
4794,JNJ-7706621,Ruxolitinib (INCB018424),-601.0
4795,JNJ-7706621,S31-201,-1213.0
4796,JNJ-7706621,Saracatinib (AZD0530),-1436.0
4797,JNJ-7706621,SB-431542,-676.0
4798,JNJ-7706621,Selinexor,-817.0
4799,JNJ-7706621,Selumetinib (AZD6244),-386.0
4800,JNJ-7706621,SGX-523,-824.0
4801,JNJ-7706621,SNS-032 (BMS-387032),478.0
4802,JNJ-7706621,Sorafenib,-795.0
4803,JNJ-7706621,SR9011,-1243.0
4804,JNJ-7706621,Staurosporine,-788.0
4805,JNJ-7706621,STO609,-1162.0
4806,JNJ-7706621,SU11274,-1396.0
4807,JNJ-7706621,Sunitinib,-1150.0
4808,JNJ-7706621,Tandutinib (MLN518),-1020.0
4809,JNJ-7706621,TG100-115,-1018.0
4810,JNJ-7706621,TG101348,-883.0
4811,JNJ-7706621,Tivozanib (AV-951),-1207.0
4812,JNJ-7706621,Tofacitinib (CP-690550),-363.0
4813,JNJ-7706621,Tozasertib (VX-680),657.0
4814,JNJ-7706621,Trametinib (GSK1120212),-476.0
4815,JNJ-7706621,Vandetanib (ZD6474),-1197.0
4816,JNJ-7706621,Vargetef,-1647.0
4817,JNJ-7706621,Vatalanib (PTK787),-1147.0
4818,JNJ-7706621,Vemurafenib (PLX-4032),-1564.0
4819,JNJ-7706621,Venetoclax,-915.0
4820,JNJ-7706621,Vismodegib (GDC-0449),-852.0
4821,JNJ-7706621,Volasertib (BI-6727),-1539.0
4822,JNJ-7706621,VX-745,-1008.0
4823,JNJ-7706621,XAV-939,-689.0
4824,JNJ-7706621,YM-155,-1042.0
4825,JQ1,KI20227,-1646.0
4826,JQ1,KU-55933,-434.0
4827,JQ1,KW-2449,-254.0
4828,JQ1,Lapatinib,-907.0
4829,JQ1,Lenalidomide,-320.0
4830,JQ1,Lenvatinib,-885.0
4831,JQ1,Lestaurtinib (CEP-701),-377.0
4832,JQ1,Linifanib (ABT-869),-1228.0
4833,JQ1,Lovastatin,-460.0
4834,JQ1,LY-333531,-211.0
4835,JQ1,Masitinib (AB-1010),-796.0
4836,JQ1,MGCD-265,-747.0
4837,JQ1,Midostaurin,-294.0
4838,JQ1,MK-2206,-1227.0
4839,JQ1,MLN120B,-1048.0
4840,JQ1,MLN8054,-611.0
4841,JQ1,Motesanib (AMG-706),-1571.0
4842,JQ1,Neratinib (HKI-272),-252.0
4843,JQ1,NF-kB Activation Inhibitor,-267.0
4844,JQ1,Nilotinib,-829.0
4845,JQ1,Nutlin 3a,-327.0
4846,JQ1,NVP-ADW742,-231.0
4847,JQ1,NVP-TAE684,-244.0
4848,JQ1,Palbociclib,-453.0
4849,JQ1,Panobinostat,-1166.0
4850,JQ1,Pazopanib (GW786034),-524.0
4851,JQ1,PD173955,-1512.0
4852,JQ1,Pelitinib (EKB-569),-344.0
4853,JQ1,PHA-665752,-473.0
4854,JQ1,PHT-427,-490.0
4855,JQ1,PI-103,-1426.0
4856,JQ1,PLX-4720,-672.0
4857,JQ1,Ponatinib (AP24534),-837.0
4858,JQ1,PP242,-636.0
4859,JQ1,PRT062607,-1001.0
4860,JQ1,Quizartinib (AC220),-604.0
4861,JQ1,RAF265 (CHIR-265),-153.0
4862,JQ1,Rapamycin,-954.0
4863,JQ1,Regorafenib (BAY 73-4506),-587.0
4864,JQ1,Roscovitine (CYC-202),-475.0
4865,JQ1,Ruxolitinib (INCB018424),-1471.0
4866,JQ1,S31-201,-371.0
4867,JQ1,Saracatinib (AZD0530),-303.0
4868,JQ1,SB-431542,-1103.0
4869,JQ1,Selinexor,-357.0
4870,JQ1,Selumetinib (AZD6244),-1483.0
4871,JQ1,SGX-523,-523.0
4872,JQ1,SNS-032 (BMS-387032),-1466.0
4873,JQ1,Sorafenib,-873.0
4874,JQ1,SR9011,-216.0
4875,JQ1,Staurosporine,-824.0
4876,JQ1,STO609,-711.0
4877,JQ1,SU11274,-293.0
4878,JQ1,Sunitinib,-403.0
4879,JQ1,Tandutinib (MLN518),-321.0
4880,JQ1,TG100-115,-1032.0
4881,JQ1,TG101348,-708.0
4882,JQ1,Tivozanib (AV-951),-1004.0
4883,JQ1,Tofacitinib (CP-690550),-1033.0
4884,JQ1,Tozasertib (VX-680),-729.0
4885,JQ1,Trametinib (GSK1120212),-1196.0
4886,JQ1,Vandetanib (ZD6474),-200.0
4887,JQ1,Vargetef,-331.0
4888,JQ1,Vatalanib (PTK787),-360.0
4889,JQ1,Vemurafenib (PLX-4032),-239.0
4890,JQ1,Venetoclax,-481.0
4891,JQ1,Vismodegib (GDC-0449),-1081.0
4892,JQ1,Volasertib (BI-6727),-831.0
4893,JQ1,VX-745,-1208.0
4894,JQ1,XAV-939,-774.0
4895,JQ1,YM-155,-964.0
4896,KI20227,KU-55933,-1195.0
4897,KI20227,KW-2449,546.0
4898,KI20227,Lapatinib,-1498.0
4899,KI20227,Lenalidomide,-381.0
4900,KI20227,Lenvatinib,-1089.0
4901,KI20227,Lestaurtinib (CEP-701),-1182.0
4902,KI20227,Linifanib (ABT-869),2075.0
4903,KI20227,Lovastatin,-912.0
4904,KI20227,LY-333531,-862.0
4905,KI20227,Masitinib (AB-1010),-1554.0
4906,KI20227,MGCD-265,-1316.0
4907,KI20227,Midostaurin,938.0
4908,KI20227,MK-2206,-1914.0
4909,KI20227,MLN120B,-1883.0
4910,KI20227,MLN8054,-703.0
4911,KI20227,Motesanib (AMG-706),2197.0
4912,KI20227,Neratinib (HKI-272),-996.0
4913,KI20227,NF-kB Activation Inhibitor,-825.0
4914,KI20227,Nilotinib,-1821.0
4915,KI20227,Nutlin 3a,-357.0
4916,KI20227,NVP-ADW742,-1023.0
4917,KI20227,NVP-TAE684,-1042.0
4918,KI20227,Palbociclib,-359.0
4919,KI20227,Panobinostat,-1176.0
4920,KI20227,Pazopanib (GW786034),853.0
4921,KI20227,PD173955,1839.0
4922,KI20227,Pelitinib (EKB-569),-578.0
4923,KI20227,PHA-665752,-514.0
4924,KI20227,PHT-427,-805.0
4925,KI20227,PI-103,-1563.0
4926,KI20227,PLX-4720,-1178.0
4927,KI20227,Ponatinib (AP24534),1232.0
4928,KI20227,PP242,-929.0
4929,KI20227,PRT062607,-1264.0
4930,KI20227,Quizartinib (AC220),1152.0
4931,KI20227,RAF265 (CHIR-265),-390.0
4932,KI20227,Rapamycin,-2380.0
4933,KI20227,Regorafenib (BAY 73-4506),1314.0
4934,KI20227,Roscovitine (CYC-202),-496.0
4935,KI20227,Ruxolitinib (INCB018424),-2103.0
4936,KI20227,S31-201,-1043.0
4937,KI20227,Saracatinib (AZD0530),-1634.0
4938,KI20227,SB-431542,-2227.0
4939,KI20227,Selinexor,-366.0
4940,KI20227,Selumetinib (AZD6244),-1522.0
4941,KI20227,SGX-523,-1308.0
4942,KI20227,SNS-032 (BMS-387032),-2316.0
4943,KI20227,Sorafenib,600.0
4944,KI20227,SR9011,-389.0
4945,KI20227,Staurosporine,-1397.0
4946,KI20227,STO609,-1435.0
4947,KI20227,SU11274,-421.0
4948,KI20227,Sunitinib,1001.0
4949,KI20227,Tandutinib (MLN518),1176.0
4950,KI20227,TG100-115,-1089.0
4951,KI20227,TG101348,-880.0
4952,KI20227,Tivozanib (AV-951),-1242.0
4953,KI20227,Tofacitinib (CP-690550),-1786.0
4954,KI20227,Tozasertib (VX-680),1232.0
4955,KI20227,Trametinib (GSK1120212),-1606.0
4956,KI20227,Vandetanib (ZD6474),-824.0
4957,KI20227,Vargetef,-1201.0
4958,KI20227,Vatalanib (PTK787),1371.0
4959,KI20227,Vemurafenib (PLX-4032),-391.0
4960,KI20227,Venetoclax,-565.0
4961,KI20227,Vismodegib (GDC-0449),-1076.0
4962,KI20227,Volasertib (BI-6727),-692.0
4963,KI20227,VX-745,-1830.0
4964,KI20227,XAV-939,-1819.0
4965,KI20227,YM-155,-1422.0
4966,KU-55933,KW-2449,-953.0
4967,KU-55933,Lapatinib,-630.0
4968,KU-55933,Lenalidomide,-661.0
4969,KU-55933,Lenvatinib,-1020.0
4970,KU-55933,Lestaurtinib (CEP-701),-727.0
4971,KU-55933,Linifanib (ABT-869),-332.0
4972,KU-55933,Lovastatin,-633.0
4973,KU-55933,LY-333531,-1074.0
4974,KU-55933,Masitinib (AB-1010),-915.0
4975,KU-55933,MGCD-265,-1191.0
4976,KU-55933,Midostaurin,-1007.0
4977,KU-55933,MK-2206,-712.0
4978,KU-55933,MLN120B,-520.0
4979,KU-55933,MLN8054,-936.0
4980,KU-55933,Motesanib (AMG-706),-366.0
4981,KU-55933,Neratinib (HKI-272),-1110.0
4982,KU-55933,NF-kB Activation Inhibitor,-1286.0
4983,KU-55933,Nilotinib,-775.0
4984,KU-55933,Nutlin 3a,-1272.0
4985,KU-55933,NVP-ADW742,-791.0
4986,KU-55933,NVP-TAE684,-1539.0
4987,KU-55933,Palbociclib,-1066.0
4988,KU-55933,Panobinostat,-320.0
4989,KU-55933,Pazopanib (GW786034),-1180.0
4990,KU-55933,PD173955,-453.0
4991,KU-55933,Pelitinib (EKB-569),-1242.0
4992,KU-55933,PHA-665752,-936.0
4993,KU-55933,PHT-427,-958.0
4994,KU-55933,PI-103,-474.0
4995,KU-55933,PLX-4720,-373.0
4996,KU-55933,Ponatinib (AP24534),-579.0
4997,KU-55933,PP242,-793.0
4998,KU-55933,PRT062607,-653.0
4999,KU-55933,Quizartinib (AC220),-655.0
5000,KU-55933,RAF265 (CHIR-265),-1236.0
5001,KU-55933,Rapamycin,-623.0
5002,KU-55933,Regorafenib (BAY 73-4506),-1190.0
5003,KU-55933,Roscovitine (CYC-202),-1077.0
5004,KU-55933,Ruxolitinib (INCB018424),-478.0
5005,KU-55933,S31-201,-772.0
5006,KU-55933,Saracatinib (AZD0530),-1198.0
5007,KU-55933,SB-431542,-1093.0
5008,KU-55933,Selinexor,-1165.0
5009,KU-55933,Selumetinib (AZD6244),-336.0
5010,KU-55933,SGX-523,-763.0
5011,KU-55933,SNS-032 (BMS-387032),-515.0
5012,KU-55933,Sorafenib,-930.0
5013,KU-55933,SR9011,-1009.0
5014,KU-55933,Staurosporine,-383.0
5015,KU-55933,STO609,-616.0
5016,KU-55933,SU11274,-1061.0
5017,KU-55933,Sunitinib,-607.0
5018,KU-55933,Tandutinib (MLN518),-325.0
5019,KU-55933,TG100-115,-294.0
5020,KU-55933,TG101348,-818.0
5021,KU-55933,Tivozanib (AV-951),-978.0
5022,KU-55933,Tofacitinib (CP-690550),-585.0
